responseid,workerid,surveyid,questionid,questiontext,questionpos,optionid,optiontext,optionpos,PROTOTYPICALITY,CORRELATED,TAG
sr29,AMUTUODCFY14H,survey1,q_-1_-1,1394496811259,-1,comp_-1_-1,1394496811259,-1,,,
sr29,AMUTUODCFY14H,survey1,q_178_2,How good an example of an odd number is the number 730?,10,comp_178_3,Bad,2,low,even,sevenhundredthirty
sr29,AMUTUODCFY14H,survey1,q_-1_-1,1394496811259,-1,comp_-1_-1,1394496811259,-1,,,
sr29,AMUTUODCFY14H,survey1,q_14_2,How odd is the number 3?,11,comp_17_3,Completely odd,0,high,odd,three
sr29,AMUTUODCFY14H,survey1,q_-1_-1,1394496811259,-1,comp_-1_-1,1394496811259,-1,,,
sr29,AMUTUODCFY14H,survey1,q_222_2,How odd is the number 8?,12,comp_222_3,Not at all odd,1,high,even,eight
sr29,AMUTUODCFY14H,survey1,q_-1_-1,1394496811259,-1,comp_-1_-1,1394496811259,-1,,,
sr29,AMUTUODCFY14H,survey1,q_82_2,How good an example of an odd number is the number 4?,13,comp_82_3,Bad,2,high,even,four
sr29,AMUTUODCFY14H,survey1,q_-1_-1,1394496811259,-1,comp_-1_-1,1394496811259,-1,,,
sr29,AMUTUODCFY14H,survey1,q_142_2,How odd is the number 1?,14,comp_145_3,Completely odd,3,high,odd,one
sr29,AMUTUODCFY14H,survey1,q_-1_-1,1394496811259,-1,comp_-1_-1,1394496811259,-1,,,
sr29,AMUTUODCFY14H,survey1,q_226_2,How good an example of an odd number is the number 827?,15,comp_229_3,Good,0,low,odd,eighthundredtwentyseven
sr29,AMUTUODCFY14H,survey1,q_-1_-1,1394496811259,-1,comp_-1_-1,1394496811259,-1,,,
sr30,A251Q5JTKA0JK8,survey1,q_246_2,How well does the number 532 represent the category of odd numbers?,16,comp_246_3,Poorly,0,low,even,fivehundredthirtytwo
sr30,A251Q5JTKA0JK8,survey1,q_-1_-1,1394497358182,-1,comp_-1_-1,1394497358182,-1,,,
sr30,A251Q5JTKA0JK8,survey1,q_258_2,What is your native tongue?,0,comp_258_3,American English,3,,,
sr30,A251Q5JTKA0JK8,survey1,q_-1_-1,1394497358182,-1,comp_-1_-1,1394497358182,-1,,,
sr30,A251Q5JTKA0JK8,survey1,q_154_2,How odd is the number 463?,1,comp_154_3,Not very odd,3,low,odd,fourhundredsixtythree
sr30,A251Q5JTKA0JK8,survey1,q_-1_-1,1394497358182,-1,comp_-1_-1,1394497358182,-1,,,
sr30,A251Q5JTKA0JK8,survey1,q_194_2,How good an example of an odd number is the number 9?,2,comp_197_3,Good,1,high,odd,nine
sr30,A251Q5JTKA0JK8,survey1,q_-1_-1,1394497358182,-1,comp_-1_-1,1394497358182,-1,,,
sr30,A251Q5JTKA0JK8,survey1,q_122_2,How odd is the number 396?,3,comp_122_3,Not very odd,2,low,even,threehundredninetysix
sr30,A251Q5JTKA0JK8,survey1,q_-1_-1,1394497358182,-1,comp_-1_-1,1394497358182,-1,,,
sr30,A251Q5JTKA0JK8,survey1,q_174_2,How odd is the number 6?,4,comp_174_3,Not at all odd,1,high,even,six
sr30,A251Q5JTKA0JK8,survey1,q_-1_-1,1394497358182,-1,comp_-1_-1,1394497358182,-1,,,
sr30,A251Q5JTKA0JK8,survey1,q_238_2,How odd is the number 827?,5,comp_241_3,Completely odd,0,low,odd,eighthundredtwentyseven
sr30,A251Q5JTKA0JK8,survey1,q_-1_-1,1394497358182,-1,comp_-1_-1,1394497358182,-1,,,
sr30,A251Q5JTKA0JK8,survey1,q_34_2,How good an example of an odd number is the number 2?,6,comp_34_3,Bad,2,high,even,two
sr30,A251Q5JTKA0JK8,survey1,q_-1_-1,1394497358182,-1,comp_-1_-1,1394497358182,-1,,,
sr30,A251Q5JTKA0JK8,survey1,q_70_2,How well does the number 7 represent the category of odd numbers?,7,comp_73_3,Well,2,high,odd,seven
sr30,A251Q5JTKA0JK8,survey1,q_-1_-1,1394497358182,-1,comp_-1_-1,1394497358182,-1,,,
sr30,A251Q5JTKA0JK8,survey1,q_30_2,How odd is the number 241?,8,comp_33_3,Completely odd,0,low,odd,twofortyone
sr30,A251Q5JTKA0JK8,survey1,q_-1_-1,1394497358182,-1,comp_-1_-1,1394497358182,-1,,,
sr30,A251Q5JTKA0JK8,survey1,q_14_2,How odd is the number 3?,9,comp_17_3,Completely odd,0,high,odd,three
sr30,A251Q5JTKA0JK8,survey1,q_-1_-1,1394497358182,-1,comp_-1_-1,1394497358182,-1,,,
sr30,A251Q5JTKA0JK8,survey1,q_142_2,How odd is the number 1?,10,comp_145_3,Completely odd,2,high,odd,one
sr30,A251Q5JTKA0JK8,survey1,q_-1_-1,1394497358182,-1,comp_-1_-1,1394497358182,-1,,,
sr30,A251Q5JTKA0JK8,survey1,q_222_2,How odd is the number 8?,11,comp_222_3,Not at all odd,1,high,even,eight
sr30,A251Q5JTKA0JK8,survey1,q_-1_-1,1394497358182,-1,comp_-1_-1,1394497358182,-1,,,
sr30,A251Q5JTKA0JK8,survey1,q_90_2,How odd is the number 4?,12,comp_90_3,Not very odd,2,high,even,four
sr30,A251Q5JTKA0JK8,survey1,q_-1_-1,1394497358182,-1,comp_-1_-1,1394497358182,-1,,,
sr30,A251Q5JTKA0JK8,survey1,q_50_2,How good an example of an odd number is the number 158?,13,comp_50_3,Bad,1,low,even,onehundredfiftyeight
sr30,A251Q5JTKA0JK8,survey1,q_-1_-1,1394497358182,-1,comp_-1_-1,1394497358182,-1,,,
sr30,A251Q5JTKA0JK8,survey1,q_182_2,How well does the number 730 represent the category of odd numbers?,14,comp_182_3,Poorly,1,low,even,sevenhundredthirty
sr30,A251Q5JTKA0JK8,survey1,q_-1_-1,1394497358182,-1,comp_-1_-1,1394497358182,-1,,,
sr30,A251Q5JTKA0JK8,survey1,q_102_2,How well does the number 465 represent the category of odd numbers?,15,comp_105_3,Well,3,low,odd,fourhundredsixtyfive
sr30,A251Q5JTKA0JK8,survey1,q_-1_-1,1394497358182,-1,comp_-1_-1,1394497358182,-1,,,
sr31,A1PROPQKXMDPM8,survey1,q_258_2,What is your native tongue?,16,comp_258_3,American English,2,,,
sr31,A1PROPQKXMDPM8,survey1,q_-1_-1,1394498096372,-1,comp_-1_-1,1394498096372,-1,,,
sr31,A1PROPQKXMDPM8,survey1,q_214_2,How well does the number 8 represent the category of odd numbers?,0,comp_214_3,Poorly,3,high,even,eight
sr31,A1PROPQKXMDPM8,survey1,q_-1_-1,1394498096372,-1,comp_-1_-1,1394498096372,-1,,,
sr31,A1PROPQKXMDPM8,survey1,q_182_2,How well does the number 730 represent the category of odd numbers?,1,comp_182_3,Poorly,0,low,even,sevenhundredthirty
sr31,A1PROPQKXMDPM8,survey1,q_-1_-1,1394498096372,-1,comp_-1_-1,1394498096372,-1,,,
sr31,A1PROPQKXMDPM8,survey1,q_166_2,How well does the number 6 represent the category of odd numbers?,2,comp_166_3,Poorly,0,high,even,six
sr31,A1PROPQKXMDPM8,survey1,q_-1_-1,1394498096372,-1,comp_-1_-1,1394498096372,-1,,,
sr31,A1PROPQKXMDPM8,survey1,q_78_2,How odd is the number 7?,3,comp_81_3,Completely odd,0,high,odd,seven
sr31,A1PROPQKXMDPM8,survey1,q_-1_-1,1394498096372,-1,comp_-1_-1,1394498096372,-1,,,
sr31,A1PROPQKXMDPM8,survey1,q_130_2,How good an example of an odd number is the number 1?,4,comp_132_3,Somewhat good,0,high,odd,one
sr31,A1PROPQKXMDPM8,survey1,q_-1_-1,1394498096372,-1,comp_-1_-1,1394498096372,-1,,,
sr31,A1PROPQKXMDPM8,survey1,q_34_2,How good an example of an odd number is the number 2?,5,comp_34_3,Bad,2,high,even,two
sr31,A1PROPQKXMDPM8,survey1,q_-1_-1,1394498096372,-1,comp_-1_-1,1394498096372,-1,,,
sr31,A1PROPQKXMDPM8,survey1,q_106_2,How odd is the number 465?,6,comp_109_3,Very odd,0,low,odd,fourhundredsixtyfive
sr31,A1PROPQKXMDPM8,survey1,q_-1_-1,1394498096372,-1,comp_-1_-1,1394498096372,-1,,,
sr31,A1PROPQKXMDPM8,survey1,q_226_2,How good an example of an odd number is the number 827?,7,comp_229_3,Good,0,low,odd,eighthundredtwentyseven
sr31,A1PROPQKXMDPM8,survey1,q_-1_-1,1394498096372,-1,comp_-1_-1,1394498096372,-1,,,
sr31,A1PROPQKXMDPM8,survey1,q_54_2,How well does the number 158 represent the category of odd numbers?,8,comp_54_3,Poorly,2,low,even,onehundredfiftyeight
sr31,A1PROPQKXMDPM8,survey1,q_-1_-1,1394498096372,-1,comp_-1_-1,1394498096372,-1,,,
sr31,A1PROPQKXMDPM8,survey1,q_82_2,How good an example of an odd number is the number 4?,9,comp_82_3,Bad,3,high,even,four
sr31,A1PROPQKXMDPM8,survey1,q_-1_-1,1394498096372,-1,comp_-1_-1,1394498096372,-1,,,
sr31,A1PROPQKXMDPM8,survey1,q_246_2,How well does the number 532 represent the category of odd numbers?,10,comp_246_3,Poorly,1,low,even,fivehundredthirtytwo
sr31,A1PROPQKXMDPM8,survey1,q_-1_-1,1394498096372,-1,comp_-1_-1,1394498096372,-1,,,
sr31,A1PROPQKXMDPM8,survey1,q_30_2,How odd is the number 241?,11,comp_33_3,Completely odd,0,low,odd,twofortyone
sr31,A1PROPQKXMDPM8,survey1,q_-1_-1,1394498096372,-1,comp_-1_-1,1394498096372,-1,,,
sr31,A1PROPQKXMDPM8,survey1,q_150_2,How well does the number 463 represent the category of odd numbers?,12,comp_153_3,Well,2,low,odd,fourhundredsixtythree
sr31,A1PROPQKXMDPM8,survey1,q_-1_-1,1394498096372,-1,comp_-1_-1,1394498096372,-1,,,
sr31,A1PROPQKXMDPM8,survey1,q_206_2,How odd is the number 9?,13,comp_209_3,Completely odd,0,high,odd,nine
sr31,A1PROPQKXMDPM8,survey1,q_-1_-1,1394498096372,-1,comp_-1_-1,1394498096372,-1,,,
sr31,A1PROPQKXMDPM8,survey1,q_10_2,How odd is the number 3?,14,comp_13_3,Very odd,3,high,odd,three
sr31,A1PROPQKXMDPM8,survey1,q_-1_-1,1394498096372,-1,comp_-1_-1,1394498096372,-1,,,
sr31,A1PROPQKXMDPM8,survey1,q_122_2,How odd is the number 396?,15,comp_122_3,Not very odd,1,low,even,threehundredninetysix
sr31,A1PROPQKXMDPM8,survey1,q_-1_-1,1394498096372,-1,comp_-1_-1,1394498096372,-1,,,
sr32,AZ7VV79G2YOEO,survey1,q_258_2,What is your native tongue?,16,comp_258_3,American English,2,,,
sr32,AZ7VV79G2YOEO,survey1,q_-1_-1,1394498575037,-1,comp_-1_-1,1394498575037,-1,,,
sr32,AZ7VV79G2YOEO,survey1,q_146_2,How good an example of an odd number is the number 463?,0,comp_149_3,Good,3,low,odd,fourhundredsixtythree
sr32,AZ7VV79G2YOEO,survey1,q_-1_-1,1394498575037,-1,comp_-1_-1,1394498575037,-1,,,
sr32,AZ7VV79G2YOEO,survey1,q_70_2,How well does the number 7 represent the category of odd numbers?,1,comp_73_3,Well,0,high,odd,seven
sr32,AZ7VV79G2YOEO,survey1,q_-1_-1,1394498575037,-1,comp_-1_-1,1394498575037,-1,,,
sr32,AZ7VV79G2YOEO,survey1,q_206_2,How odd is the number 9?,2,comp_209_3,Completely odd,3,high,odd,nine
sr32,AZ7VV79G2YOEO,survey1,q_-1_-1,1394498575037,-1,comp_-1_-1,1394498575037,-1,,,
sr32,AZ7VV79G2YOEO,survey1,q_218_2,How odd is the number 8?,3,comp_218_3,Not very odd,3,high,even,eight
sr32,AZ7VV79G2YOEO,survey1,q_-1_-1,1394498575037,-1,comp_-1_-1,1394498575037,-1,,,
sr32,AZ7VV79G2YOEO,survey1,q_242_2,How good an example of an odd number is the number 532?,4,comp_242_3,Bad,3,low,even,fivehundredthirtytwo
sr32,AZ7VV79G2YOEO,survey1,q_-1_-1,1394498575037,-1,comp_-1_-1,1394498575037,-1,,,
sr32,AZ7VV79G2YOEO,survey1,q_2_2,How good an example of an odd number is the number 3?,5,comp_5_3,Good,1,high,odd,three
sr32,AZ7VV79G2YOEO,survey1,q_-1_-1,1394498575037,-1,comp_-1_-1,1394498575037,-1,,,
sr32,AZ7VV79G2YOEO,survey1,q_82_2,How good an example of an odd number is the number 4?,6,comp_82_3,Bad,0,high,even,four
sr32,AZ7VV79G2YOEO,survey1,q_-1_-1,1394498575037,-1,comp_-1_-1,1394498575037,-1,,,
sr32,AZ7VV79G2YOEO,survey1,q_234_2,How odd is the number 827?,7,comp_237_3,Very odd,0,low,odd,eighthundredtwentyseven
sr32,AZ7VV79G2YOEO,survey1,q_-1_-1,1394498575037,-1,comp_-1_-1,1394498575037,-1,,,
sr32,AZ7VV79G2YOEO,survey1,q_178_2,How good an example of an odd number is the number 730?,8,comp_178_3,Bad,1,low,even,sevenhundredthirty
sr32,AZ7VV79G2YOEO,survey1,q_-1_-1,1394498575037,-1,comp_-1_-1,1394498575037,-1,,,
sr32,AZ7VV79G2YOEO,survey1,q_50_2,How good an example of an odd number is the number 158?,9,comp_50_3,Bad,2,low,even,onehundredfiftyeight
sr32,AZ7VV79G2YOEO,survey1,q_-1_-1,1394498575037,-1,comp_-1_-1,1394498575037,-1,,,
sr32,AZ7VV79G2YOEO,survey1,q_34_2,How good an example of an odd number is the number 2?,10,comp_34_3,Bad,2,high,even,two
sr32,AZ7VV79G2YOEO,survey1,q_-1_-1,1394498575037,-1,comp_-1_-1,1394498575037,-1,,,
sr32,AZ7VV79G2YOEO,survey1,q_170_2,How odd is the number 6?,11,comp_170_3,Not very odd,1,high,even,six
sr32,AZ7VV79G2YOEO,survey1,q_-1_-1,1394498575037,-1,comp_-1_-1,1394498575037,-1,,,
sr32,AZ7VV79G2YOEO,survey1,q_102_2,How well does the number 465 represent the category of odd numbers?,12,comp_105_3,Well,3,low,odd,fourhundredsixtyfive
sr32,AZ7VV79G2YOEO,survey1,q_-1_-1,1394498575037,-1,comp_-1_-1,1394498575037,-1,,,
sr32,AZ7VV79G2YOEO,survey1,q_114_2,How good an example of an odd number is the number 396?,13,comp_114_3,Bad,3,low,even,threehundredninetysix
sr32,AZ7VV79G2YOEO,survey1,q_-1_-1,1394498575037,-1,comp_-1_-1,1394498575037,-1,,,
sr32,AZ7VV79G2YOEO,survey1,q_134_2,How well does the number 1 represent the category of odd numbers?,14,comp_137_3,Well,3,high,odd,one
sr32,AZ7VV79G2YOEO,survey1,q_-1_-1,1394498575037,-1,comp_-1_-1,1394498575037,-1,,,
sr32,AZ7VV79G2YOEO,survey1,q_18_2,How good an example of an odd number is the number 241?,15,comp_21_3,Good,1,low,odd,twofortyone
sr32,AZ7VV79G2YOEO,survey1,q_-1_-1,1394498575037,-1,comp_-1_-1,1394498575037,-1,,,
sr33,A2JLQD1EUYBCR4,survey1,q_226_2,How good an example of an odd number is the number 827?,16,comp_229_3,Good,3,low,odd,eighthundredtwentyseven
sr33,A2JLQD1EUYBCR4,survey1,q_-1_-1,1394498686573,-1,comp_-1_-1,1394498686573,-1,,,
sr33,A2JLQD1EUYBCR4,survey1,q_258_2,What is your native tongue?,0,comp_258_3,American English,2,,,
sr33,A2JLQD1EUYBCR4,survey1,q_-1_-1,1394498686573,-1,comp_-1_-1,1394498686573,-1,,,
sr33,A2JLQD1EUYBCR4,survey1,q_2_2,How good an example of an odd number is the number 3?,1,comp_5_3,Good,0,high,odd,three
sr33,A2JLQD1EUYBCR4,survey1,q_-1_-1,1394498686573,-1,comp_-1_-1,1394498686573,-1,,,
sr33,A2JLQD1EUYBCR4,survey1,q_34_2,How good an example of an odd number is the number 2?,2,comp_34_3,Bad,2,high,even,two
sr33,A2JLQD1EUYBCR4,survey1,q_-1_-1,1394498686573,-1,comp_-1_-1,1394498686573,-1,,,
sr33,A2JLQD1EUYBCR4,survey1,q_118_2,How well does the number 396 represent the category of odd numbers?,3,comp_118_3,Poorly,0,low,even,threehundredninetysix
sr33,A2JLQD1EUYBCR4,survey1,q_-1_-1,1394498686573,-1,comp_-1_-1,1394498686573,-1,,,
sr33,A2JLQD1EUYBCR4,survey1,q_246_2,How well does the number 532 represent the category of odd numbers?,4,comp_246_3,Poorly,2,low,even,fivehundredthirtytwo
sr33,A2JLQD1EUYBCR4,survey1,q_-1_-1,1394498686573,-1,comp_-1_-1,1394498686573,-1,,,
sr33,A2JLQD1EUYBCR4,survey1,q_62_2,How odd is the number 158?,5,comp_62_3,Not at all odd,2,low,even,onehundredfiftyeight
sr33,A2JLQD1EUYBCR4,survey1,q_-1_-1,1394498686573,-1,comp_-1_-1,1394498686573,-1,,,
sr33,A2JLQD1EUYBCR4,survey1,q_78_2,How odd is the number 7?,6,comp_81_3,Completely odd,0,high,odd,seven
sr33,A2JLQD1EUYBCR4,survey1,q_-1_-1,1394498686573,-1,comp_-1_-1,1394498686573,-1,,,
sr33,A2JLQD1EUYBCR4,survey1,q_142_2,How odd is the number 1?,7,comp_145_3,Completely odd,3,high,odd,one
sr33,A2JLQD1EUYBCR4,survey1,q_-1_-1,1394498686573,-1,comp_-1_-1,1394498686573,-1,,,
sr33,A2JLQD1EUYBCR4,survey1,q_198_2,How well does the number 9 represent the category of odd numbers?,8,comp_201_3,Well,2,high,odd,nine
sr33,A2JLQD1EUYBCR4,survey1,q_-1_-1,1394498686573,-1,comp_-1_-1,1394498686573,-1,,,
sr33,A2JLQD1EUYBCR4,survey1,q_210_2,How good an example of an odd number is the number 8?,9,comp_210_3,Bad,3,high,even,eight
sr33,A2JLQD1EUYBCR4,survey1,q_-1_-1,1394498686573,-1,comp_-1_-1,1394498686573,-1,,,
sr33,A2JLQD1EUYBCR4,survey1,q_94_2,How odd is the number 4?,10,comp_94_3,Not at all odd,0,high,even,four
sr33,A2JLQD1EUYBCR4,survey1,q_-1_-1,1394498686573,-1,comp_-1_-1,1394498686573,-1,,,
sr33,A2JLQD1EUYBCR4,survey1,q_110_2,How odd is the number 465?,11,comp_113_3,Completely odd,0,low,odd,fourhundredsixtyfive
sr33,A2JLQD1EUYBCR4,survey1,q_-1_-1,1394498686573,-1,comp_-1_-1,1394498686573,-1,,,
sr33,A2JLQD1EUYBCR4,survey1,q_22_2,How well does the number 241 represent the category of odd numbers?,12,comp_25_3,Well,3,low,odd,twofortyone
sr33,A2JLQD1EUYBCR4,survey1,q_-1_-1,1394498686573,-1,comp_-1_-1,1394498686573,-1,,,
sr33,A2JLQD1EUYBCR4,survey1,q_190_2,How odd is the number 730?,13,comp_190_3,Not at all odd,3,low,even,sevenhundredthirty
sr33,A2JLQD1EUYBCR4,survey1,q_-1_-1,1394498686573,-1,comp_-1_-1,1394498686573,-1,,,
sr33,A2JLQD1EUYBCR4,survey1,q_170_2,How odd is the number 6?,14,comp_170_3,Not very odd,1,high,even,six
sr33,A2JLQD1EUYBCR4,survey1,q_-1_-1,1394498686573,-1,comp_-1_-1,1394498686573,-1,,,
sr33,A2JLQD1EUYBCR4,survey1,q_154_2,How odd is the number 463?,15,comp_157_3,Very odd,1,low,odd,fourhundredsixtythree
sr33,A2JLQD1EUYBCR4,survey1,q_-1_-1,1394498686573,-1,comp_-1_-1,1394498686573,-1,,,
sr34,AP6CSQK43X5M,survey1,q_258_2,What is your native tongue?,16,comp_258_3,American English,3,,,
sr34,AP6CSQK43X5M,survey1,q_-1_-1,1394499160550,-1,comp_-1_-1,1394499160550,-1,,,
sr34,AP6CSQK43X5M,survey1,q_114_2,How good an example of an odd number is the number 396?,0,comp_114_3,Bad,3,low,even,threehundredninetysix
sr34,AP6CSQK43X5M,survey1,q_-1_-1,1394499160550,-1,comp_-1_-1,1394499160550,-1,,,
sr34,AP6CSQK43X5M,survey1,q_86_2,How well does the number 4 represent the category of odd numbers?,1,comp_86_3,Poorly,0,high,even,four
sr34,AP6CSQK43X5M,survey1,q_-1_-1,1394499160550,-1,comp_-1_-1,1394499160550,-1,,,
sr34,AP6CSQK43X5M,survey1,q_22_2,How well does the number 241 represent the category of odd numbers?,2,comp_25_3,Well,3,low,odd,twofortyone
sr34,AP6CSQK43X5M,survey1,q_-1_-1,1394499160550,-1,comp_-1_-1,1394499160550,-1,,,
sr34,AP6CSQK43X5M,survey1,q_170_2,How odd is the number 6?,3,comp_170_3,Not very odd,1,high,even,six
sr34,AP6CSQK43X5M,survey1,q_-1_-1,1394499160550,-1,comp_-1_-1,1394499160550,-1,,,
sr34,AP6CSQK43X5M,survey1,q_246_2,How well does the number 532 represent the category of odd numbers?,4,comp_246_3,Poorly,2,low,even,fivehundredthirtytwo
sr34,AP6CSQK43X5M,survey1,q_-1_-1,1394499160550,-1,comp_-1_-1,1394499160550,-1,,,
sr34,AP6CSQK43X5M,survey1,q_154_2,How odd is the number 463?,5,comp_157_3,Very odd,1,low,odd,fourhundredsixtythree
sr34,AP6CSQK43X5M,survey1,q_-1_-1,1394499160550,-1,comp_-1_-1,1394499160550,-1,,,
sr34,AP6CSQK43X5M,survey1,q_6_2,How well does the number 3 represent the category of odd numbers?,6,comp_9_3,Well,3,high,odd,three
sr34,AP6CSQK43X5M,survey1,q_-1_-1,1394499160550,-1,comp_-1_-1,1394499160550,-1,,,
sr34,AP6CSQK43X5M,survey1,q_78_2,How odd is the number 7?,7,comp_81_3,Completely odd,2,high,odd,seven
sr34,AP6CSQK43X5M,survey1,q_-1_-1,1394499160550,-1,comp_-1_-1,1394499160550,-1,,,
sr34,AP6CSQK43X5M,survey1,q_210_2,How good an example of an odd number is the number 8?,8,comp_210_3,Bad,3,high,even,eight
sr34,AP6CSQK43X5M,survey1,q_-1_-1,1394499160550,-1,comp_-1_-1,1394499160550,-1,,,
sr34,AP6CSQK43X5M,survey1,q_178_2,How good an example of an odd number is the number 730?,9,comp_178_3,Bad,2,low,even,sevenhundredthirty
sr34,AP6CSQK43X5M,survey1,q_-1_-1,1394499160550,-1,comp_-1_-1,1394499160550,-1,,,
sr34,AP6CSQK43X5M,survey1,q_198_2,How well does the number 9 represent the category of odd numbers?,10,comp_201_3,Well,0,high,odd,nine
sr34,AP6CSQK43X5M,survey1,q_-1_-1,1394499160550,-1,comp_-1_-1,1394499160550,-1,,,
sr34,AP6CSQK43X5M,survey1,q_110_2,How odd is the number 465?,11,comp_113_3,Completely odd,0,low,odd,fourhundredsixtyfive
sr34,AP6CSQK43X5M,survey1,q_-1_-1,1394499160550,-1,comp_-1_-1,1394499160550,-1,,,
sr34,AP6CSQK43X5M,survey1,q_58_2,How odd is the number 158?,12,comp_58_3,Not very odd,3,low,even,onehundredfiftyeight
sr34,AP6CSQK43X5M,survey1,q_-1_-1,1394499160550,-1,comp_-1_-1,1394499160550,-1,,,
sr34,AP6CSQK43X5M,survey1,q_38_2,How well does the number 2 represent the category of odd numbers?,13,comp_38_3,Poorly,1,high,even,two
sr34,AP6CSQK43X5M,survey1,q_-1_-1,1394499160550,-1,comp_-1_-1,1394499160550,-1,,,
sr34,AP6CSQK43X5M,survey1,q_230_2,How well does the number 827 represent the category of odd numbers?,14,comp_233_3,Well,3,low,odd,eighthundredtwentyseven
sr34,AP6CSQK43X5M,survey1,q_-1_-1,1394499160550,-1,comp_-1_-1,1394499160550,-1,,,
sr34,AP6CSQK43X5M,survey1,q_134_2,How well does the number 1 represent the category of odd numbers?,15,comp_137_3,Well,3,high,odd,one
sr34,AP6CSQK43X5M,survey1,q_-1_-1,1394499160550,-1,comp_-1_-1,1394499160550,-1,,,
sr35,AV0WJQG48WEU5,survey1,q_42_2,How odd is the number 2?,1,comp_45_3,Very odd,3,high,even,two
sr35,AV0WJQG48WEU5,survey1,q_-1_-1,1394499392051,-1,comp_-1_-1,1394499392051,-1,,,
sr35,AV0WJQG48WEU5,survey1,q_258_2,What is your native tongue?,0,comp_260_3,Indian English,1,,,
sr35,AV0WJQG48WEU5,survey1,q_-1_-1,1394499392051,-1,comp_-1_-1,1394499392051,-1,,,
sr36,A111JI6APXR6QV,survey1,q_254_2,How odd is the number 532?,16,comp_254_3,Not at all odd,2,low,even,fivehundredthirtytwo
sr36,A111JI6APXR6QV,survey1,q_-1_-1,1394499515661,-1,comp_-1_-1,1394499515661,-1,,,
sr36,A111JI6APXR6QV,survey1,q_258_2,What is your native tongue?,0,comp_260_3,Indian English,0,,,
sr36,A111JI6APXR6QV,survey1,q_-1_-1,1394499515661,-1,comp_-1_-1,1394499515661,-1,,,
sr36,A111JI6APXR6QV,survey1,q_234_2,How odd is the number 827?,1,comp_237_3,Very odd,3,low,odd,eighthundredtwentyseven
sr36,A111JI6APXR6QV,survey1,q_-1_-1,1394499515661,-1,comp_-1_-1,1394499515661,-1,,,
sr36,A111JI6APXR6QV,survey1,q_18_2,How good an example of an odd number is the number 241?,2,comp_21_3,Good,1,low,odd,twofortyone
sr36,A111JI6APXR6QV,survey1,q_-1_-1,1394499515661,-1,comp_-1_-1,1394499515661,-1,,,
sr36,A111JI6APXR6QV,survey1,q_206_2,How odd is the number 9?,3,comp_209_3,Completely odd,1,high,odd,nine
sr36,A111JI6APXR6QV,survey1,q_-1_-1,1394499515661,-1,comp_-1_-1,1394499515661,-1,,,
sr36,A111JI6APXR6QV,survey1,q_62_2,How odd is the number 158?,4,comp_62_3,Not at all odd,3,low,even,onehundredfiftyeight
sr36,A111JI6APXR6QV,survey1,q_-1_-1,1394499515661,-1,comp_-1_-1,1394499515661,-1,,,
sr36,A111JI6APXR6QV,survey1,q_154_2,How odd is the number 463?,5,comp_157_3,Very odd,3,low,odd,fourhundredsixtythree
sr36,A111JI6APXR6QV,survey1,q_-1_-1,1394499515661,-1,comp_-1_-1,1394499515661,-1,,,
sr36,A111JI6APXR6QV,survey1,q_82_2,How good an example of an odd number is the number 4?,6,comp_82_3,Bad,3,high,even,four
sr36,A111JI6APXR6QV,survey1,q_-1_-1,1394499515661,-1,comp_-1_-1,1394499515661,-1,,,
sr36,A111JI6APXR6QV,survey1,q_74_2,How odd is the number 7?,7,comp_77_3,Very odd,1,high,odd,seven
sr36,A111JI6APXR6QV,survey1,q_-1_-1,1394499515661,-1,comp_-1_-1,1394499515661,-1,,,
sr36,A111JI6APXR6QV,survey1,q_46_2,How odd is the number 2?,8,comp_46_3,Not at all odd,2,high,even,two
sr36,A111JI6APXR6QV,survey1,q_-1_-1,1394499515661,-1,comp_-1_-1,1394499515661,-1,,,
sr36,A111JI6APXR6QV,survey1,q_14_2,How odd is the number 3?,9,comp_17_3,Completely odd,1,high,odd,three
sr36,A111JI6APXR6QV,survey1,q_-1_-1,1394499515661,-1,comp_-1_-1,1394499515661,-1,,,
sr36,A111JI6APXR6QV,survey1,q_106_2,How odd is the number 465?,10,comp_109_3,Very odd,2,low,odd,fourhundredsixtyfive
sr36,A111JI6APXR6QV,survey1,q_-1_-1,1394499515661,-1,comp_-1_-1,1394499515661,-1,,,
sr36,A111JI6APXR6QV,survey1,q_130_2,How good an example of an odd number is the number 1?,11,comp_133_3,Good,2,high,odd,one
sr36,A111JI6APXR6QV,survey1,q_-1_-1,1394499515661,-1,comp_-1_-1,1394499515661,-1,,,
sr36,A111JI6APXR6QV,survey1,q_122_2,How odd is the number 396?,12,comp_122_3,Not very odd,3,low,even,threehundredninetysix
sr36,A111JI6APXR6QV,survey1,q_-1_-1,1394499515661,-1,comp_-1_-1,1394499515661,-1,,,
sr36,A111JI6APXR6QV,survey1,q_218_2,How odd is the number 8?,13,comp_218_3,Not very odd,2,high,even,eight
sr36,A111JI6APXR6QV,survey1,q_-1_-1,1394499515661,-1,comp_-1_-1,1394499515661,-1,,,
sr36,A111JI6APXR6QV,survey1,q_178_2,How good an example of an odd number is the number 730?,14,comp_178_3,Bad,1,low,even,sevenhundredthirty
