responseid,workerid,surveyid,questionid,questiontext,questionpos,optionid,optiontext,optionpos,correlation
sr41,A3C8BZJ1EXH4KM,survey1,q_165_2,Please say both words aloud. Which one would you say?,12,comp_168_3,definitely valentine-alicious,0,consonant
sr41,A3C8BZJ1EXH4KM,survey1,q_141_2,Please say both words aloud. Which one would you say?,13,comp_144_3,definitely eleven-alicious,0,consonant
sr41,A3C8BZJ1EXH4KM,survey1,q_277_2,Please say both words aloud. Which one would you say?,14,comp_277_3,definitely mayo-thon,3,vowel
sr41,A3C8BZJ1EXH4KM,survey1,q_49_2,Please say both words aloud. Which one would you say?,15,comp_50_3,probably cologne-licious,2,consonant
sr41,A3C8BZJ1EXH4KM,survey1,q_273_2,Please say both words aloud. Which one would you say?,16,comp_276_3,definitely chili-athon,3,vowel
sr41,A3C8BZJ1EXH4KM,survey1,q_233_2,Please say both words aloud. Which one would you say?,17,comp_236_3,definitely balloon-athon,0,consonant
sr41,A3C8BZJ1EXH4KM,survey1,q_85_2,Please say both words aloud. Which one would you say?,18,comp_85_3,definitely mayo-licious,0,vowel
sr41,A3C8BZJ1EXH4KM,survey1,q_237_2,Please say both words aloud. Which one would you say?,19,comp_240_3,definitely japan-athon,3,consonant
sr41,A3C8BZJ1EXH4KM,survey1,q_37_2,Please say both words aloud. Which one would you say?,20,comp_38_3,probably grenade-licious,1,consonant
sr41,A3C8BZJ1EXH4KM,survey1,q_149_2,Please say both words aloud. Which one would you say?,21,comp_151_3,probably asylum-alicious,2,consonant
sr41,A3C8BZJ1EXH4KM,survey1,q_385_2,Please say both words aloud. Which one would you say?,22,comp_385_3,definitely spaghetti-thon,3,vowel
sr41,A3C8BZJ1EXH4KM,survey1,q_261_2,Please say both words aloud. Which one would you say?,23,comp_264_3,definitely office-athon,3,consonant
sr41,A3C8BZJ1EXH4KM,survey1,q_269_2,Please say both words aloud. Which one would you say?,24,comp_270_3,probably omelet-thon,1,consonant
sr41,A3C8BZJ1EXH4KM,survey1,q_125_2,Please say both words aloud. Which one would you say?,25,comp_126_3,probably coliseum-licious,2,consonant
sr41,A3C8BZJ1EXH4KM,survey1,q_129_2,Please say both words aloud. Which one would you say?,26,comp_130_3,probably ceramic-licious,2,consonant
sr41,A3C8BZJ1EXH4KM,survey1,q_133_2,Please say both words aloud. Which one would you say?,27,comp_134_3,probably detective-licious,1,consonant
sr41,A3C8BZJ1EXH4KM,survey1,q_325_2,Please say both words aloud. Which one would you say?,28,comp_328_3,definitely detective-athon,0,consonant
sr41,A3C8BZJ1EXH4KM,survey1,q_113_2,Please say both words aloud. Which one would you say?,29,comp_115_3,probably orthodonist-alicious,2,consonant
sr41,A3C8BZJ1EXH4KM,survey1,q_41_2,Please say both words aloud. Which one would you say?,30,comp_44_3,definitely balloon-alicious,3,consonant
sr41,A3C8BZJ1EXH4KM,survey1,q_229_2,Please say both words aloud. Which one would you say?,31,comp_232_3,definitely grenade-athon,3,consonant
sr41,A3C8BZJ1EXH4KM,survey1,q_285_2,Please say both words aloud. Which one would you say?,32,comp_285_3,definitely china-thon,3,schwa
sr41,A3C8BZJ1EXH4KM,survey1,q_137_2,Please say both words aloud. Which one would you say?,33,comp_138_3,probably commandment-licious,1,consonant
sr41,A3C8BZJ1EXH4KM,survey1,q_361_2,Please say both words aloud. Which one would you say?,34,comp_364_3,definitely nicotine-athon,0,consonant
sr41,A3C8BZJ1EXH4KM,survey1,q_121_2,Please say both words aloud. Which one would you say?,35,comp_121_3,definitely penicillin-licious,0,consonant
sr41,A3C8BZJ1EXH4KM,survey1,q_73_2,Please say both words aloud. Which one would you say?,36,comp_74_3,probably patrick-licious,2,consonant
sr41,A3C8BZJ1EXH4KM,survey1,q_33_2,Please say both words aloud. Which one would you say?,37,comp_34_3,probably estate-licious,1,consonant
sr41,A3C8BZJ1EXH4KM,survey1,q_197_2,Please say both words aloud. Which one would you say?,38,comp_198_3,probably miami-licious,2,vowel
sr41,A3C8BZJ1EXH4KM,survey1,q_249_2,Please say both words aloud. Which one would you say?,39,comp_252_3,definitely decade-athon,3,consonant
sr41,A3C8BZJ1EXH4KM,survey1,q_69_2,Please say both words aloud. Which one would you say?,40,comp_70_3,probably office-licious,1,consonant
sr41,A3C8BZJ1EXH4KM,survey1,q_89_2,Please say both words aloud. Which one would you say?,41,comp_90_3,probably hero-licious,2,vowel
sr41,A3C8BZJ1EXH4KM,survey1,q_45_2,Please say both words aloud. Which one would you say?,42,comp_46_3,probably japan-licious,2,consonant
sr41,A3C8BZJ1EXH4KM,survey1,q_357_2,Please say both words aloud. Which one would you say?,43,comp_360_3,definitely valentine-athon,3,consonant
sr41,A3C8BZJ1EXH4KM,survey1,q_145_2,Please say both words aloud. Which one would you say?,44,comp_145_3,definitely opinion-licious,0,consonant
sr41,A3C8BZJ1EXH4KM,survey1,q_241_2,Please say both words aloud. Which one would you say?,45,comp_244_3,definitely cologne-athon,3,consonant
sr41,A3C8BZJ1EXH4KM,survey1,q_109_2,Please say both words aloud. Which one would you say?,46,comp_110_3,probably affidavit-licious,2,consonant
sr41,A3C8BZJ1EXH4KM,survey1,q_93_2,Please say both words aloud. Which one would you say?,47,comp_93_3,definitely china-licious,3,schwa
sr41,A3C8BZJ1EXH4KM,survey1,q_209_2,Please say both words aloud. Which one would you say?,48,comp_212_3,definitely berlin-athon,3,consonant
sr41,A3C8BZJ1EXH4KM,survey1,q_105_2,Please say both words aloud. Which one would you say?,49,comp_106_3,probably anesthetic-licious,2,consonant
sr41,A3C8BZJ1EXH4KM,survey1,q_337_2,Please say both words aloud. Which one would you say?,50,comp_340_3,definitely opinion-athon,3,consonant
sr41,A3C8BZJ1EXH4KM,survey1,q_53_2,Please say both words aloud. Which one would you say?,51,comp_55_3,probably marine-alicious,1,consonant
sr41,A3C8BZJ1EXH4KM,survey1,q_309_2,Please say both words aloud. Which one would you say?,52,comp_310_3,probably meditation-thon,2,consonant
sr41,A3C8BZJ1EXH4KM,survey1,q_77_2,Please say both words aloud. Which one would you say?,53,comp_78_3,probably omelet-licious,1,consonant
sr41,A3C8BZJ1EXH4KM,survey1,q_201_2,Please say both words aloud. Which one would you say?,54,comp_204_3,definitely corvette-athon,3,consonant
sr41,A3C8BZJ1EXH4KM,survey1,q_173_2,Please say both words aloud. Which one would you say?,55,comp_174_3,probably antidote-licious,2,consonant
sr41,A3C8BZJ1EXH4KM,survey1,q_317_2,Please say both words aloud. Which one would you say?,56,comp_318_3,probably coliseum-thon,2,consonant
sr41,A3C8BZJ1EXH4KM,survey1,q_17_2,Please say both words aloud. Which one would you say?,57,comp_17_3,definitely berlin-licious,3,consonant
sr41,A3C8BZJ1EXH4KM,survey1,q_9_2,Please say both words aloud. Which one would you say?,58,comp_10_3,probably corvette-licious,2,consonant
sr41,A3C8BZJ1EXH4KM,survey1,q_297_2,Please say both words aloud. Which one would you say?,59,comp_299_3,probably anesthetic-athon,2,consonant
sr41,A3C8BZJ1EXH4KM,survey1,q_157_2,Please say both words aloud. Which one would you say?,60,comp_159_3,probably universe-alicious,1,consonant
sr41,A3C8BZJ1EXH4KM,survey1,q_205_2,Please say both words aloud. Which one would you say?,61,comp_208_3,definitely stampede-athon,3,consonant
sr41,A3C8BZJ1EXH4KM,survey1,q_389_2,Please say both words aloud. Which one would you say?,62,comp_389_3,definitely miami-thon,0,vowel
sr41,A3C8BZJ1EXH4KM,survey1,q_181_2,Please say both words aloud. Which one would you say?,63,comp_181_3,definitely banana-licious,3,schwa
sr41,A3C8BZJ1EXH4KM,survey1,q_265_2,Please say both words aloud. Which one would you say?,64,comp_267_3,probably patrick-athon,1,consonant
sr41,A3C8BZJ1EXH4KM,survey1,q_217_2,Please say both words aloud. Which one would you say?,65,comp_219_3,probably champagne-athon,2,consonant
sr41,A3C8BZJ1EXH4KM,survey1,q_281_2,Please say both words aloud. Which one would you say?,66,comp_282_3,probably hero-thon,2,vowel
sr41,A3C8BZJ1EXH4KM,survey1,q_177_2,Please say both words aloud. Which one would you say?,67,comp_177_3,definitely antenna-licious,3,schwa
sr41,A3C8BZJ1EXH4KM,survey1,q_257_2,Please say both words aloud. Which one would you say?,68,comp_260_3,definitely magic-athon,3,consonant
sr41,A3C8BZJ1EXH4KM,survey1,q_353_2,Please say both words aloud. Which one would you say?,69,comp_355_3,probably hurricane-athon,2,consonant
sr41,A3C8BZJ1EXH4KM,survey1,q_117_2,Please say both words aloud. Which one would you say?,70,comp_118_3,probably meditation-licious,2,consonant
sr41,A3C8BZJ1EXH4KM,survey1,q_213_2,Please say both words aloud. Which one would you say?,71,comp_216_3,definitely typhoon-athon,0,consonant
sr41,A3C8BZJ1EXH4KM,survey1,q_221_2,Please say both words aloud. Which one would you say?,72,comp_222_3,probably cayenne-thon,1,consonant
sr41,A3C8BZJ1EXH4KM,survey1,q_225_2,Please say both words aloud. Which one would you say?,73,comp_227_3,probably estate-athon,1,consonant
sr41,A3C8BZJ1EXH4KM,survey1,q_305_2,Please say both words aloud. Which one would you say?,74,comp_306_3,probably orthodonist-thon,1,consonant
sr41,A3C8BZJ1EXH4KM,survey1,q_289_2,Please say both words aloud. Which one would you say?,75,comp_289_3,definitely cuba-thon,0,schwa
sr41,A3C8BZJ1EXH4KM,survey1,q_329_2,Please say both words aloud. Which one would you say?,76,comp_330_3,probably commandment-thon,2,consonant
sr41,A3C8BZJ1EXH4KM,survey1,q_293_2,Please say both words aloud. Which one would you say?,77,comp_293_3,definitely drama-thon,3,schwa
sr41,A3C8BZJ1EXH4KM,survey1,q_189_2,Please say both words aloud. Which one would you say?,78,comp_189_3,definitely placebo-licious,0,vowel
sr41,A3C8BZJ1EXH4KM,survey1,q_193_2,Please say both words aloud. Which one would you say?,79,comp_193_3,definitely spaghetti-licious,3,vowel
sr41,A3C8BZJ1EXH4KM,survey1,q_101_2,Please say both words aloud. Which one would you say?,80,comp_101_3,definitely drama-licious,3,schwa
sr41,A3C8BZJ1EXH4KM,survey1,q_61_2,Please say both words aloud. Which one would you say?,81,comp_61_3,definitely secret-licious,3,consonant
sr41,A3C8BZJ1EXH4KM,survey1,q_321_2,Please say both words aloud. Which one would you say?,82,comp_324_3,definitely ceramic-athon,3,consonant
sr41,A3C8BZJ1EXH4KM,survey1,q_185_2,Please say both words aloud. Which one would you say?,83,comp_185_3,definitely korea-licious,0,schwa
sr41,A3C8BZJ1EXH4KM,survey1,q_169_2,Please say both words aloud. Which one would you say?,84,comp_170_3,probably nicotine-licious,2,consonant
sr41,A3C8BZJ1EXH4KM,survey1,q_381_2,Please say both words aloud. Which one would you say?,85,comp_382_3,probably placebo-thon,1,vowel
sr41,A3C8BZJ1EXH4KM,survey1,q_349_2,Please say both words aloud. Which one would you say?,86,comp_351_3,probably universe-athon,2,consonant
sr41,A3C8BZJ1EXH4KM,survey1,q_253_2,Please say both words aloud. Which one would you say?,87,comp_255_3,probably secret-athon,1,consonant
sr41,A3C8BZJ1EXH4KM,survey1,q_313_2,Please say both words aloud. Which one would you say?,88,comp_315_3,probably penicillin-athon,1,consonant
sr41,A3C8BZJ1EXH4KM,survey1,q_97_2,Please say both words aloud. Which one would you say?,89,comp_97_3,definitely cuba-licious,3,schwa
sr41,A3C8BZJ1EXH4KM,survey1,q_377_2,Please say both words aloud. Which one would you say?,90,comp_377_3,definitely korea-thon,3,schwa
sr41,A3C8BZJ1EXH4KM,survey1,q_161_2,Please say both words aloud. Which one would you say?,91,comp_161_3,definitely hurricane-licious,3,consonant
sr41,A3C8BZJ1EXH4KM,survey1,q_65_2,Please say both words aloud. Which one would you say?,92,comp_67_3,probably magic-alicious,1,consonant
sr41,A3C8BZJ1EXH4KM,survey1,q_333_2,Please say both words aloud. Which one would you say?,93,comp_335_3,probably eleven-athon,1,consonant
sr41,A3C8BZJ1EXH4KM,survey1,q_373_2,Please say both words aloud. Which one would you say?,94,comp_373_3,definitely banana-thon,3,schwa
sr41,A3C8BZJ1EXH4KM,survey1,q_341_2,Please say both words aloud. Which one would you say?,95,comp_343_3,probably asylum-athon,1,consonant
sr41,A3C8BZJ1EXH4KM,survey1,q_369_2,Please say both words aloud. Which one would you say?,96,comp_369_3,definitely antenna-thon,3,schwa
sr41,A3C8BZJ1EXH4KM,survey1,q_365_2,Please say both words aloud. Which one would you say?,97,comp_367_3,probably antidote-athon,2,consonant
sr41,A3C8BZJ1EXH4KM,survey1,q_-1_-1,,-1,comp_-1_-1,,-1,
sr42,AI90ZNJJ543AP,survey1,q_273_2,Please say both words aloud. Which one would you say?,53,comp_275_3,probably chili-athon,1,vowel
sr42,AI90ZNJJ543AP,survey1,q_7_2,Are you a native speaker of English?,0,comp_7_3,Yes,0,
sr42,AI90ZNJJ543AP,survey1,q_2_2,What is your age?,1,comp_3_3,26-35,3,
sr42,AI90ZNJJ543AP,survey1,q_129_2,Please say both words aloud. Which one would you say?,2,comp_130_3,probably ceramic-licious,2,consonant
sr42,AI90ZNJJ543AP,survey1,q_225_2,Please say both words aloud. Which one would you say?,3,comp_227_3,probably estate-athon,1,consonant
sr42,AI90ZNJJ543AP,survey1,q_309_2,Please say both words aloud. Which one would you say?,4,comp_309_3,definitely meditation-thon,3,consonant
sr42,AI90ZNJJ543AP,survey1,q_241_2,Please say both words aloud. Which one would you say?,5,comp_243_3,probably cologne-athon,1,consonant
sr42,AI90ZNJJ543AP,survey1,q_209_2,Please say both words aloud. Which one would you say?,6,comp_212_3,definitely berlin-athon,0,consonant
sr42,AI90ZNJJ543AP,survey1,q_345_2,Please say both words aloud. Which one would you say?,7,comp_346_3,probably silverware-thon,1,consonant
sr42,AI90ZNJJ543AP,survey1,q_181_2,Please say both words aloud. Which one would you say?,8,comp_183_3,probably banana-alicious,2,schwa
sr42,AI90ZNJJ543AP,survey1,q_125_2,Please say both words aloud. Which one would you say?,9,comp_126_3,probably coliseum-licious,1,consonant
sr42,AI90ZNJJ543AP,survey1,q_185_2,Please say both words aloud. Which one would you say?,10,comp_187_3,probably korea-alicious,2,schwa
sr42,AI90ZNJJ543AP,survey1,q_341_2,Please say both words aloud. Which one would you say?,11,comp_343_3,probably asylum-athon,2,consonant
sr42,AI90ZNJJ543AP,survey1,q_249_2,Please say both words aloud. Which one would you say?,12,comp_251_3,probably decade-athon,1,consonant
sr42,AI90ZNJJ543AP,survey1,q_369_2,Please say both words aloud. Which one would you say?,13,comp_371_3,probably antenna-athon,2,schwa
sr42,AI90ZNJJ543AP,survey1,q_53_2,Please say both words aloud. Which one would you say?,14,comp_55_3,probably marine-alicious,1,consonant
sr42,AI90ZNJJ543AP,survey1,q_29_2,Please say both words aloud. Which one would you say?,15,comp_30_3,probably cayenne-licious,2,consonant
sr42,AI90ZNJJ543AP,survey1,q_173_2,Please say both words aloud. Which one would you say?,16,comp_175_3,probably antidote-alicious,2,consonant
sr42,AI90ZNJJ543AP,survey1,q_261_2,Please say both words aloud. Which one would you say?,17,comp_262_3,probably office-thon,1,consonant
sr42,AI90ZNJJ543AP,survey1,q_61_2,Please say both words aloud. Which one would you say?,18,comp_62_3,probably secret-licious,1,consonant
sr42,AI90ZNJJ543AP,survey1,q_9_2,Please say both words aloud. Which one would you say?,19,comp_9_3,definitely corvette-licious,0,consonant
sr42,AI90ZNJJ543AP,survey1,q_85_2,Please say both words aloud. Which one would you say?,20,comp_85_3,definitely mayo-licious,3,vowel
sr42,AI90ZNJJ543AP,survey1,q_257_2,Please say both words aloud. Which one would you say?,21,comp_260_3,definitely magic-athon,0,consonant
sr42,AI90ZNJJ543AP,survey1,q_317_2,Please say both words aloud. Which one would you say?,22,comp_319_3,probably coliseum-athon,1,consonant
sr42,AI90ZNJJ543AP,survey1,q_161_2,Please say both words aloud. Which one would you say?,23,comp_162_3,probably hurricane-licious,2,consonant
sr42,AI90ZNJJ543AP,survey1,q_333_2,Please say both words aloud. Which one would you say?,24,comp_336_3,definitely eleven-athon,3,consonant
sr42,AI90ZNJJ543AP,survey1,q_169_2,Please say both words aloud. Which one would you say?,25,comp_169_3,definitely nicotine-licious,0,consonant
sr42,AI90ZNJJ543AP,survey1,q_237_2,Please say both words aloud. Which one would you say?,26,comp_238_3,probably japan-thon,1,consonant
sr42,AI90ZNJJ543AP,survey1,q_69_2,Please say both words aloud. Which one would you say?,27,comp_71_3,probably office-alicious,2,consonant
sr42,AI90ZNJJ543AP,survey1,q_253_2,Please say both words aloud. Which one would you say?,28,comp_253_3,definitely secret-thon,3,consonant
sr42,AI90ZNJJ543AP,survey1,q_93_2,Please say both words aloud. Which one would you say?,29,comp_93_3,definitely china-licious,3,schwa
sr42,AI90ZNJJ543AP,survey1,q_385_2,Please say both words aloud. Which one would you say?,30,comp_387_3,probably spaghetti-athon,2,vowel
sr42,AI90ZNJJ543AP,survey1,q_165_2,Please say both words aloud. Which one would you say?,31,comp_166_3,probably valentine-licious,1,consonant
sr42,AI90ZNJJ543AP,survey1,q_65_2,Please say both words aloud. Which one would you say?,32,comp_68_3,definitely magic-alicious,0,consonant
sr42,AI90ZNJJ543AP,survey1,q_81_2,Please say both words aloud. Which one would you say?,33,comp_81_3,definitely chili-licious,0,vowel
sr42,AI90ZNJJ543AP,survey1,q_197_2,Please say both words aloud. Which one would you say?,34,comp_198_3,probably miami-licious,1,vowel
sr42,AI90ZNJJ543AP,survey1,q_45_2,Please say both words aloud. Which one would you say?,35,comp_47_3,probably japan-alicious,2,consonant
sr42,AI90ZNJJ543AP,survey1,q_305_2,Please say both words aloud. Which one would you say?,36,comp_305_3,definitely orthodonist-thon,3,consonant
sr42,AI90ZNJJ543AP,survey1,q_141_2,Please say both words aloud. Which one would you say?,37,comp_144_3,definitely eleven-alicious,3,consonant
sr42,AI90ZNJJ543AP,survey1,q_21_2,Please say both words aloud. Which one would you say?,38,comp_24_3,definitely typhoon-alicious,0,consonant
sr42,AI90ZNJJ543AP,survey1,q_121_2,Please say both words aloud. Which one would you say?,39,comp_122_3,probably penicillin-licious,1,consonant
